"Date","time","sm","APmag","S-brt","Illu%","delta","deldot"
2014-Dec-08,15:00,Nm,-12.05,3.94,95.365,0.0026247057,0.3276314
2014-Dec-08,15:15,Cm,-12.05,3.94,95.323,0.0026266864,0.3306637
2014-Dec-08,15:30,Cm,-12.04,3.94,95.28,0.0026286819,0.332546
2014-Dec-08,15:45,*m,-12.04,3.95,95.235,0.0026306852,0.3332728
2014-Dec-08,16:00,*m,-12.04,3.95,95.19,0.0026326894,0.3328431
2014-Dec-08,16:15,*m,-12.03,3.95,95.144,0.0026346876,0.3312604
2014-Dec-08,16:30,*m,-12.03,3.95,95.096,0.0026366727,0.3285332
2014-Dec-08,16:45,*m,-12.02,3.96,95.047,0.0026386381,0.3246739
2014-Dec-08,17:00,*m,-12.02,3.96,94.997,0.0026405769,0.3196999
2014-Dec-08,17:15,*s,-12.01,3.96,94.947,0.0026424825,0.3136325
2014-Dec-08,17:30,*,-12.01,3.97,94.895,0.0026443483,0.3064974
2014-Dec-08,17:45,*,-12,3.97,94.842,0.0026461681,0.2983244
2014-Dec-08,18:00,*,-11.99,3.97,94.788,0.0026479357,0.289147
2014-Dec-08,18:15,*,-11.99,3.98,94.733,0.0026496451,0.2790028
2014-Dec-08,18:30,*,-11.98,3.98,94.677,0.0026512907,0.2679328
2014-Dec-08,18:45,*,-11.98,3.98,94.62,0.002652867,0.2559814
2014-Dec-08,19:00,*,-11.97,3.98,94.562,0.0026543689,0.2431965
2014-Dec-08,19:15,*,-11.97,3.99,94.504,0.0026557915,0.2296289
2014-Dec-08,19:30,*,-11.96,3.99,94.444,0.0026571303,0.2153322
2014-Dec-08,19:45,*,-11.96,3.99,94.384,0.002658381,0.2003628
2014-Dec-08,20:00,*,-11.95,4,94.323,0.0026595398,0.1847795
2014-Dec-08,20:15,*,-11.95,4,94.261,0.0026606031,0.1686432
2014-Dec-08,20:30,*,-11.94,4,94.199,0.0026615678,0.1520169
2014-Dec-08,20:45,*,-11.94,4.01,94.136,0.0026624313,0.1349653
2014-Dec-08,21:00,*,-11.94,4.01,94.073,0.002663191,0.1175547
2014-Dec-08,21:15,*,-11.93,4.01,94.009,0.0026638451,0.0998526
2014-Dec-08,21:30,*,-11.93,4.02,93.945,0.0026643919,0.0819277
2014-Dec-08,21:45,*,-11.92,4.02,93.88,0.0026648305,0.0638493
2014-Dec-08,22:00,*,-11.92,4.02,93.815,0.00266516,0.0456873
2014-Dec-08,22:15,*,-11.91,4.03,93.75,0.0026653801,0.0275121
2014-Dec-08,22:30,*,-11.91,4.03,93.685,0.0026654911,0.009394
2014-Dec-08,22:45,*,-11.91,4.03,93.619,0.0026654934,-0.008597
2014-Dec-08,23:00,*,-11.9,4.04,93.554,0.0026653881,-0.026391
2014-Dec-08,23:15,*,-11.9,4.04,93.488,0.0026651764,-0.0439191
2014-Dec-08,23:30,*,-11.89,4.04,93.423,0.0026648603,-0.0611131
2014-Dec-08,23:45,*,-11.89,4.05,93.358,0.0026644419,-0.077906
2014-Dec-09,00:00,*,-11.89,4.05,93.293,0.0026639239,-0.0942323
2014-Dec-09,00:15,*,-11.88,4.05,93.228,0.0026633092,-0.1100281
2014-Dec-09,00:30,C,-11.88,4.06,93.164,0.0026626013,-0.1252314
2014-Dec-09,00:45,C,-11.88,4.06,93.1,0.0026618038,-0.1397822
2014-Dec-09,01:00,N,-11.87,4.06,93.036,0.0026609209,-0.1536229
2014-Dec-09,01:15,N,-11.87,4.07,92.973,0.002659957,-0.1666985
2014-Dec-09,01:30,N,-11.87,4.07,92.911,0.0026589169,-0.1789566
2014-Dec-09,01:45,A,-11.86,4.07,92.849,0.0026578056,-0.1903481
2014-Dec-09,02:00,A,-11.86,4.07,92.788,0.0026566285,-0.2008268
2014-Dec-09,02:15,,-11.86,4.08,92.727,0.0026553912,-0.2103499
2014-Dec-09,02:30,,-11.86,4.08,92.667,0.0026540996,-0.2188782
2014-Dec-09,02:45,,-11.86,4.08,92.608,0.0026527598,-0.2263763
2014-Dec-09,03:00,r,-11.85,4.09,92.55,0.0026513781,-0.2328126
2014-Dec-09,03:15,m,-11.85,4.09,92.493,0.0026499609,-0.2381595
2014-Dec-09,03:30,m,-11.85,4.09,92.437,0.0026485149,-0.2423937
2014-Dec-09,03:45,m,-11.85,4.09,92.381,0.0026470468,-0.2454961
2014-Dec-09,04:00,m,-11.84,4.1,92.327,0.0026455635,-0.247452
2014-Dec-09,04:15,m,-11.84,4.1,92.273,0.0026440719,-0.2482512
2014-Dec-09,04:30,m,-11.84,4.1,92.221,0.0026425789,-0.2478883
2014-Dec-09,04:45,m,-11.84,4.1,92.169,0.0026410917,-0.2463622
2014-Dec-09,05:00,m,-11.84,4.11,92.118,0.0026396171,-0.2436767
2014-Dec-09,05:15,m,-11.84,4.11,92.069,0.0026381622,-0.2398402
2014-Dec-09,05:30,m,-11.83,4.11,92.02,0.0026367337,-0.2348659
2014-Dec-09,05:45,m,-11.83,4.11,91.972,0.0026353386,-0.2287717
2014-Dec-09,06:00,m,-11.83,4.11,91.925,0.0026339834,-0.22158
2014-Dec-09,06:15,m,-11.83,4.12,91.879,0.0026326748,-0.213318
2014-Dec-09,06:30,m,-11.83,4.12,91.834,0.002631419,-0.2040173
2014-Dec-09,06:45,m,-11.83,4.12,91.79,0.0026302221,-0.1937139
2014-Dec-09,07:00,m,-11.83,4.12,91.746,0.0026290902,-0.1824481
2014-Dec-09,07:15,m,-11.82,4.12,91.703,0.0026280288,-0.1702645
2014-Dec-09,07:30,m,-11.82,4.13,91.661,0.0026270434,-0.1572115
2014-Dec-09,07:45,m,-11.82,4.13,91.619,0.002626139,-0.1433413
2014-Dec-09,08:00,m,-11.82,4.13,91.579,0.0026253203,-0.1287098
2014-Dec-09,08:15,m,-11.82,4.13,91.538,0.0026245918,-0.1133763
2014-Dec-09,08:30,m,-11.82,4.13,91.498,0.0026239575,-0.097403
2014-Dec-09,08:45,m,-11.81,4.13,91.459,0.002623421,-0.0808552
2014-Dec-09,09:00,m,-11.81,4.14,91.42,0.0026229857,-0.0638006
2014-Dec-09,09:15,m,-11.81,4.14,91.381,0.0026226543,-0.0463092
2014-Dec-09,09:30,m,-11.81,4.14,91.342,0.0026224292,-0.0284532
2014-Dec-09,09:45,m,-11.81,4.14,91.303,0.0026223125,-0.0103062
2014-Dec-09,10:00,m,-11.81,4.14,91.265,0.0026223057,0.0080568
2014-Dec-09,10:15,m,-11.8,4.14,91.226,0.0026224098,0.0265597
2014-Dec-09,10:30,t,-11.8,4.15,91.187,0.0026226254,0.045126
2014-Dec-09,10:45,m,-11.8,4.15,91.149,0.0026229527,0.0636785
2014-Dec-09,11:00,m,-11.8,4.15,91.109,0.0026233913,0.0821403
2014-Dec-09,11:15,m,-11.79,4.15,91.07,0.0026239406,0.100435
2014-Dec-09,11:30,m,-11.79,4.15,91.03,0.0026245992,0.1184866
2014-Dec-09,11:45,m,-11.79,4.15,90.989,0.0026253655,0.1362204
2014-Dec-09,12:00,m,-11.79,4.16,90.948,0.0026262374,0.1535631
2014-Dec-09,12:15,m,-11.78,4.16,90.906,0.0026272122,0.1704431
2014-Dec-09,12:30,m,-11.78,4.16,90.864,0.002628287,0.1867909
2014-Dec-09,12:45,m,-11.78,4.16,90.821,0.0026294584,0.2025391
2014-Dec-09,13:00,m,-11.77,4.16,90.777,0.0026307226,0.2176234
2014-Dec-09,13:15,m,-11.77,4.16,90.732,0.0026320753,0.231982
2014-Dec-09,13:30,m,-11.77,4.17,90.686,0.0026335121,0.2455565
2014-Dec-09,13:45,m,-11.76,4.17,90.638,0.0026350281,0.258292
2014-Dec-09,14:00,Am,-11.76,4.17,90.59,0.002636618,0.2701369
2014-Dec-09,14:15,Am,-11.75,4.17,90.541,0.0026382763,0.2810439
2014-Dec-09,14:30,Am,-11.75,4.17,90.49,0.0026399974,0.2909694
2014-Dec-09,14:45,Nm,-11.75,4.18,90.439,0.0026417751,0.2998742
2014-Dec-09,15:00,Nm,-11.74,4.18,90.386,0.0026436032,0.3077233
2014-Dec-09,15:15,Cm,-11.74,4.18,90.331,0.0026454753,0.3144862
2014-Dec-09,15:30,Cm,-11.73,4.18,90.276,0.0026473848,0.3201369
2014-Dec-09,15:45,Cm,-11.73,4.18,90.218,0.0026493248,0.3246542
2014-Dec-09,16:00,*m,-11.72,4.19,90.16,0.0026512885,0.3280215
2014-Dec-09,16:15,*m,-11.72,4.19,90.1,0.0026532691,0.3302268
2014-Dec-09,16:30,*m,-11.71,4.19,90.039,0.0026552593,0.331263
2014-Dec-09,16:45,*m,-11.71,4.19,89.976,0.0026572523,0.3311277
2014-Dec-09,17:00,*m,-11.7,4.2,89.912,0.002659241,0.3298231
2014-Dec-09,17:15,*m,-11.7,4.2,89.847,0.0026612183,0.3273561
2014-Dec-09,17:30,*m,-11.69,4.2,89.78,0.0026631773,0.3237384
2014-Dec-09,17:45,*m,-11.69,4.2,89.712,0.0026651111,0.3189859
2014-Dec-09,18:00,*s,-11.68,4.21,89.642,0.0026670129,0.3131191
2014-Dec-09,18:15,*,-11.68,4.21,89.572,0.0026688762,0.3061627
2014-Dec-09,18:30,*,-11.67,4.21,89.499,0.0026706944,0.2981458
2014-Dec-09,18:45,*,-11.67,4.22,89.426,0.0026724613,0.2891012
2014-Dec-09,19:00,*,-11.66,4.22,89.351,0.0026741707,0.279066
2014-Dec-09,19:15,*,-11.66,4.22,89.276,0.002675817,0.2680806
2014-Dec-09,19:30,*,-11.65,4.22,89.199,0.0026773943,0.2561894
2014-Dec-09,19:45,*,-11.65,4.23,89.12,0.0026788976,0.2434397
2014-Dec-09,20:00,*,-11.64,4.23,89.041,0.0026803217,0.2298823
2014-Dec-09,20:15,*,-11.64,4.23,88.961,0.0026816619,0.215571
2014-Dec-09,20:30,*,-11.63,4.24,88.88,0.0026829139,0.200562
2014-Dec-09,20:45,*,-11.63,4.24,88.798,0.0026840737,0.1849144
2014-Dec-09,21:00,*,-11.62,4.24,88.716,0.0026851376,0.1686895
2014-Dec-09,21:15,*,-11.62,4.24,88.632,0.0026861022,0.1519507
2014-Dec-09,21:30,*,-11.61,4.25,88.548,0.0026869648,0.1347632
2014-Dec-09,21:45,*,-11.61,4.25,88.464,0.0026877229,0.1171938
2014-Dec-09,22:00,*,-11.6,4.25,88.379,0.0026883742,0.0993109
2014-Dec-09,22:15,*,-11.6,4.26,88.293,0.0026889172,0.0811837
2014-Dec-09,22:30,*,-11.6,4.26,88.207,0.0026893506,0.0628825
2014-Dec-09,22:45,*,-11.59,4.26,88.121,0.0026896736,0.0444783
2014-Dec-09,23:00,*,-11.59,4.27,88.035,0.0026898857,0.0260423
2014-Dec-09,23:15,*,-11.58,4.27,87.949,0.002689987,0.007646
2014-Dec-09,23:30,*,-11.58,4.27,87.862,0.0026899779,-0.0106395
2014-Dec-09,23:45,*,-11.57,4.28,87.776,0.0026898594,-0.0287431
2014-Dec-10,00:00,*,-11.57,4.28,87.69,0.0026896326,-0.0465945
2014-Dec-10,00:15,*,-11.57,4.28,87.604,0.0026892994,-0.0641243
2014-Dec-10,00:30,C,-11.56,4.28,87.519,0.0026888619,-0.0812641
2014-Dec-10,00:45,C,-11.56,4.29,87.433,0.0026883226,-0.0979471
2014-Dec-10,01:00,N,-11.56,4.29,87.349,0.0026876845,-0.1141077
2014-Dec-10,01:15,N,-11.55,4.29,87.265,0.0026869509,-0.1296826
2014-Dec-10,01:30,N,-11.55,4.3,87.181,0.0026861255,-0.1446103
2014-Dec-10,01:45,A,-11.55,4.3,87.098,0.0026852124,-0.1588317
2014-Dec-10,02:00,A,-11.54,4.3,87.016,0.0026842161,-0.1722902
2014-Dec-10,02:15,,-11.54,4.3,86.935,0.0026831412,-0.184932
2014-Dec-10,02:30,,-11.54,4.31,86.855,0.0026819928,-0.1967063
2014-Dec-10,02:45,,-11.54,4.31,86.776,0.0026807764,-0.2075655
2014-Dec-10,03:00,,-11.53,4.31,86.697,0.0026794974,-0.2174652
2014-Dec-10,03:15,,-11.53,4.31,86.62,0.0026781619,-0.2263648
2014-Dec-10,03:30,,-11.53,4.32,86.544,0.002676776,-0.2342273
2014-Dec-10,03:45,,-11.53,4.32,86.469,0.002675346,-0.2410197
2014-Dec-10,04:00,r,-11.52,4.32,86.396,0.0026738784,-0.2467131
2014-Dec-10,04:15,m,-11.52,4.32,86.323,0.0026723799,-0.2512827
2014-Dec-10,04:30,m,-11.52,4.33,86.252,0.0026708574,-0.2547081
2014-Dec-10,04:45,m,-11.52,4.33,86.182,0.0026693178,-0.2569734
2014-Dec-10,05:00,m,-11.52,4.33,86.113,0.002667768,-0.2580673
2014-Dec-10,05:15,m,-11.51,4.33,86.046,0.0026662152,-0.2579829
2014-Dec-10,05:30,m,-11.51,4.34,85.98,0.0026646665,-0.2567184
2014-Dec-10,05:45,m,-11.51,4.34,85.915,0.0026631289,-0.2542765
2014-Dec-10,06:00,m,-11.51,4.34,85.851,0.0026616095,-0.2506646
2014-Dec-10,06:15,m,-11.51,4.34,85.789,0.0026601153,-0.2458952
2014-Dec-10,06:30,m,-11.51,4.34,85.728,0.0026586533,-0.2399853
2014-Dec-10,06:45,m,-11.5,4.35,85.668,0.0026572302,-0.2329569
2014-Dec-10,07:00,m,-11.5,4.35,85.61,0.0026558527,-0.2248364
2014-Dec-10,07:15,m,-11.5,4.35,85.552,0.0026545273,-0.215655
2014-Dec-10,07:30,m,-11.5,4.35,85.496,0.0026532601,-0.2054485
2014-Dec-10,07:45,m,-11.5,4.35,85.441,0.0026520574,-0.1942569
2014-Dec-10,08:00,m,-11.5,4.35,85.386,0.0026509248,-0.1821246
2014-Dec-10,08:15,m,-11.5,4.36,85.333,0.002649868,-0.1691001
2014-Dec-10,08:30,m,-11.49,4.36,85.281,0.002648892,-0.1552357
2014-Dec-10,08:45,m,-11.49,4.36,85.229,0.0026480018,-0.1405874
2014-Dec-10,09:00,m,-11.49,4.36,85.178,0.002647202,-0.1252148
2014-Dec-10,09:15,m,-11.49,4.36,85.128,0.0026464967,-0.1091807
2014-Dec-10,09:30,m,-11.49,4.36,85.078,0.0026458896,-0.0925507
2014-Dec-10,09:45,m,-11.49,4.37,85.029,0.0026453842,-0.0753933
2014-Dec-10,10:00,m,-11.48,4.37,84.98,0.0026449834,-0.0577793
2014-Dec-10,10:15,m,-11.48,4.37,84.931,0.0026446898,-0.0397815
2014-Dec-10,10:30,m,-11.48,4.37,84.883,0.0026445054,-0.0214745
2014-Dec-10,10:45,m,-11.48,4.37,84.834,0.0026444319,-0.0029344
2014-Dec-10,11:00,m,-11.48,4.37,84.786,0.0026444704,0.0157616
2014-Dec-10,11:15,t,-11.47,4.37,84.738,0.0026446217,0.0345358
2014-Dec-10,11:30,m,-11.47,4.38,84.689,0.0026448859,0.0533099
2014-Dec-10,11:45,m,-11.47,4.38,84.64,0.0026452629,0.0720057
2014-Dec-10,12:00,m,-11.47,4.38,84.591,0.0026457519,0.0905452
2014-Dec-10,12:15,m,-11.46,4.38,84.541,0.0026463518,0.1088512
2014-Dec-10,12:30,m,-11.46,4.38,84.491,0.002647061,0.1268474
2014-Dec-10,12:45,m,-11.46,4.38,84.44,0.0026478772,0.1444592
2014-Dec-10,13:00,m,-11.45,4.39,84.388,0.0026487981,0.1616132
2014-Dec-10,13:15,m,-11.45,4.39,84.335,0.0026498206,0.1782384
2014-Dec-10,13:30,m,-11.45,4.39,84.282,0.0026509413,0.1942662
2014-Dec-10,13:45,m,-11.45,4.39,84.227,0.0026521565,0.2096304
2014-Dec-10,14:00,Am,-11.44,4.39,84.172,0.002653462,0.2242678
2014-Dec-10,14:15,Am,-11.44,4.39,84.115,0.0026548532,0.2381185
2014-Dec-10,14:30,Am,-11.43,4.4,84.057,0.0026563252,0.2511259
2014-Dec-10,14:45,Nm,-11.43,4.4,83.997,0.0026578728,0.2632374
2014-Dec-10,15:00,Nm,-11.43,4.4,83.937,0.0026594904,0.2744038
2014-Dec-10,15:15,Cm,-11.42,4.4,83.875,0.0026611723,0.2845803
2014-Dec-10,15:30,Cm,-11.42,4.4,83.811,0.0026629123,0.2937264
2014-Dec-10,15:45,Cm,-11.41,4.4,83.746,0.0026647041,0.3018059
2014-Dec-10,16:00,*m,-11.41,4.41,83.679,0.0026665412,0.3087869
2014-Dec-10,16:15,*m,-11.41,4.41,83.611,0.002668417,0.3146425
2014-Dec-10,16:30,*m,-11.4,4.41,83.541,0.0026703245,0.3193504
2014-Dec-10,16:45,*m,-11.4,4.41,83.47,0.0026722568,0.3228929
2014-Dec-10,17:00,*m,-11.39,4.42,83.397,0.002674207,0.3252572
2014-Dec-10,17:15,*m,-11.39,4.42,83.322,0.0026761677,0.3264354
2014-Dec-10,17:30,*m,-11.38,4.42,83.246,0.002678132,0.3264244
2014-Dec-10,17:45,*m,-11.38,4.42,83.167,0.0026800927,0.3252258
2014-Dec-10,18:00,*m,-11.37,4.42,83.088,0.0026820426,0.322846
2014-Dec-10,18:15,*m,-11.37,4.43,83.007,0.0026839746,0.3192961
2014-Dec-10,18:30,*s,-11.36,4.43,82.924,0.0026858818,0.3145919
2014-Dec-10,18:45,*,-11.36,4.43,82.839,0.0026877573,0.3087534
2014-Dec-10,19:00,*,-11.35,4.43,82.753,0.0026895943,0.3018055
2014-Dec-10,19:15,*,-11.35,4.44,82.666,0.0026913863,0.2937769
2014-Dec-10,19:30,*,-11.34,4.44,82.577,0.0026931268,0.2847007
2014-Dec-10,19:45,*,-11.34,4.44,82.486,0.0026948096,0.274614
2014-Dec-10,20:00,*,-11.33,4.44,82.395,0.0026964288,0.2635575
2014-Dec-10,20:15,*,-11.33,4.45,82.302,0.0026979787,0.2515758
2014-Dec-10,20:30,*,-11.32,4.45,82.207,0.0026994538,0.2387168
2014-Dec-10,20:45,*,-11.32,4.45,82.112,0.0027008491,0.2250317
2014-Dec-10,21:00,*,-11.31,4.46,82.016,0.0027021597,0.2105747
2014-Dec-10,21:15,*,-11.31,4.46,81.918,0.0027033812,0.1954028
2014-Dec-10,21:30,*,-11.3,4.46,81.82,0.0027045094,0.1795758
2014-Dec-10,21:45,*,-11.3,4.46,81.72,0.0027055405,0.1631558
2014-Dec-10,22:00,*,-11.29,4.47,81.62,0.0027064713,0.1462069
2014-Dec-10,22:15,*,-11.29,4.47,81.519,0.0027072986,0.1287954
2014-Dec-10,22:30,*,-11.28,4.47,81.418,0.0027080201,0.110989
2014-Dec-10,22:45,*,-11.28,4.47,81.316,0.0027086333,0.0928569
2014-Dec-10,23:00,*,-11.27,4.48,81.214,0.0027091367,0.0744697
2014-Dec-10,23:15,*,-11.27,4.48,81.111,0.0027095289,0.0558986
2014-Dec-10,23:30,*,-11.26,4.48,81.008,0.002709809,0.0372157
2014-Dec-10,23:45,*,-11.26,4.49,80.905,0.0027099766,0.0184934
2014-Dec-11,00:00,*,-11.25,4.49,80.803,0.0027100316,-0.0001956
2014-Dec-11,00:15,*,-11.25,4.49,80.7,0.0027099745,-0.0187788
2014-Dec-11,00:30,C,-11.25,4.49,80.597,0.002709806,-0.0371842
2014-Dec-11,00:45,C,-11.24,4.5,80.495,0.0027095276,-0.05534
2014-Dec-11,01:00,N,-11.24,4.5,80.393,0.0027091409,-0.0731756
2014-Dec-11,01:15,N,-11.23,4.5,80.291,0.002708648,-0.0906215
2014-Dec-11,01:30,N,-11.23,4.51,80.19,0.0027080515,-0.1076093
2014-Dec-11,01:45,A,-11.23,4.51,80.09,0.0027073544,-0.1240726
2014-Dec-11,02:00,A,-11.22,4.51,79.99,0.0027065599,-0.1399465
2014-Dec-11,02:15,,-11.22,4.51,79.891,0.0027056719,-0.1551684
2014-Dec-11,02:30,,-11.22,4.52,79.793,0.0027046945,-0.169678
2014-Dec-11,02:45,,-11.21,4.52,79.696,0.002703632,-0.1834176
2014-Dec-11,03:00,,-11.21,4.52,79.6,0.0027024894,-0.1963322
2014-Dec-11,03:15,,-11.21,4.52,79.506,0.0027012717,-0.2083699
2014-Dec-11,03:30,,-11.21,4.53,79.412,0.0026999843,-0.2194821
2014-Dec-11,03:45,,-11.2,4.53,79.32,0.0026986329,-0.2296233
2014-Dec-11,04:00,,-11.2,4.53,79.229,0.0026972236,-0.238752
2014-Dec-11,04:15,,-11.2,4.53,79.139,0.0026957626,-0.2468304
2014-Dec-11,04:30,,-11.2,4.54,79.051,0.0026942561,-0.2538245
2014-Dec-11,04:45,,-11.19,4.54,78.964,0.002692711,-0.2597046
2014-Dec-11,05:00,r,-11.19,4.54,78.879,0.0026911338,-0.2644454
2014-Dec-11,05:15,m,-11.19,4.54,78.796,0.0026895317,-0.2680256
2014-Dec-11,05:30,m,-11.19,4.55,78.713,0.0026879115,-0.2704289
2014-Dec-11,05:45,m,-11.19,4.55,78.633,0.0026862805,-0.2716434
2014-Dec-11,06:00,m,-11.18,4.55,78.554,0.0026846457,-0.271662
2014-Dec-11,06:15,m,-11.18,4.55,78.476,0.0026830144,-0.2704823
2014-Dec-11,06:30,m,-11.18,4.55,78.4,0.0026813938,-0.2681069
2014-Dec-11,06:45,m,-11.18,4.56,78.326,0.0026797911,-0.2645431
2014-Dec-11,07:00,m,-11.18,4.56,78.253,0.0026782134,-0.2598031
2014-Dec-11,07:15,m,-11.18,4.56,78.182,0.0026766677,-0.2539042
2014-Dec-11,07:30,m,-11.17,4.56,78.112,0.0026751609,-0.2468683
2014-Dec-11,07:45,m,-11.17,4.56,78.043,0.0026736998,-0.2387221
2014-Dec-11,08:00,m,-11.17,4.56,77.976,0.0026722909,-0.2294971
2014-Dec-11,08:15,m,-11.17,4.57,77.91,0.0026709407,-0.2192295
2014-Dec-11,08:30,m,-11.17,4.57,77.846,0.0026696554,-0.2079596
2014-Dec-11,08:45,m,-11.17,4.57,77.783,0.0026684407,-0.1957326
2014-Dec-11,09:00,m,-11.16,4.57,77.72,0.0026673023,-0.1825974
2014-Dec-11,09:15,m,-11.16,4.57,77.659,0.0026662455,-0.1686071
2014-Dec-11,09:30,m,-11.16,4.57,77.599,0.0026652753,-0.1538185
2014-Dec-11,09:45,m,-11.16,4.58,77.54,0.0026643963,-0.1382921
2014-Dec-11,10:00,m,-11.16,4.58,77.481,0.0026636128,-0.1220916
2014-Dec-11,10:15,m,-11.16,4.58,77.423,0.0026629286,-0.1052835
2014-Dec-11,10:30,m,-11.15,4.58,77.366,0.0026623472,-0.0879375
2014-Dec-11,10:45,m,-11.15,4.58,77.309,0.0026618716,-0.0701254
2014-Dec-11,11:00,m,-11.15,4.58,77.253,0.0026615043,-0.0519213
2014-Dec-11,11:15,m,-11.15,4.58,77.197,0.0026612475,-0.0334009
2014-Dec-11,11:30,m,-11.15,4.59,77.141,0.0026611029,-0.0146415
2014-Dec-11,11:45,m,-11.14,4.59,77.085,0.0026610717,0.0042784
2014-Dec-11,12:00,t,-11.14,4.59,77.029,0.0026611546,0.0232798
2014-Dec-11,12:15,m,-11.14,4.59,76.973,0.0026613518,0.0422831
2014-Dec-11,12:30,m,-11.14,4.59,76.916,0.0026616631,0.0612087
2014-Dec-11,12:45,m,-11.14,4.59,76.859,0.0026620879,0.0799775
2014-Dec-11,13:00,m,-11.13,4.59,76.802,0.0026626249,0.0985109
2014-Dec-11,13:15,m,-11.13,4.6,76.744,0.0026632725,0.1167313
2014-Dec-11,13:30,m,-11.13,4.6,76.685,0.0026640285,0.1345627
2014-Dec-11,13:45,m,-11.12,4.6,76.626,0.0026648905,0.1519308
2014-Dec-11,14:00,Am,-11.12,4.6,76.565,0.0026658554,0.1687632
2014-Dec-11,14:15,Am,-11.12,4.6,76.504,0.0026669197,0.18499
2014-Dec-11,14:30,Am,-11.11,4.6,76.441,0.0026680797,0.2005441
2014-Dec-11,14:45,Nm,-11.11,4.6,76.377,0.002669331,0.2153611
2014-Dec-11,15:00,Nm,-11.11,4.61,76.312,0.0026706691,0.2293802
2014-Dec-11,15:15,Cm,-11.1,4.61,76.246,0.002672089,0.242544
2014-Dec-11,15:30,Cm,-11.1,4.61,76.178,0.0026735854,0.2547986
2014-Dec-11,15:45,Cm,-11.1,4.61,76.108,0.0026751527,0.2660943
2014-Dec-11,16:00,*m,-11.09,4.61,76.037,0.0026767849,0.2763857
2014-Dec-11,16:15,*m,-11.09,4.62,75.964,0.0026784758,0.2856313
2014-Dec-11,16:30,*m,-11.08,4.62,75.89,0.0026802192,0.2937945
2014-Dec-11,16:45,*m,-11.08,4.62,75.814,0.0026820083,0.300843
2014-Dec-11,17:00,*m,-11.07,4.62,75.736,0.0026838364,0.3067494
2014-Dec-11,17:15,*m,-11.07,4.62,75.657,0.0026856965,0.3114911
2014-Dec-11,17:30,*m,-11.06,4.62,75.575,0.0026875816,0.3150502
2014-Dec-11,17:45,*m,-11.06,4.63,75.492,0.0026894846,0.3174138
2014-Dec-11,18:00,*m,-11.05,4.63,75.407,0.0026913981,0.3185739
2014-Dec-11,18:15,*m,-11.05,4.63,75.32,0.002693315,0.3185273
2014-Dec-11,18:30,*m,-11.04,4.63,75.232,0.002695228,0.3172759
2014-Dec-11,18:45,*m,-11.04,4.64,75.141,0.0026971298,0.3148263
2014-Dec-11,19:00,*s,-11.03,4.64,75.049,0.0026990133,0.3111898
2014-Dec-11,19:15,*,-11.03,4.64,74.955,0.0027008714,0.3063824
2014-Dec-11,19:30,*,-11.02,4.64,74.86,0.0027026972,0.3004249
2014-Dec-11,19:45,*,-11.02,4.64,74.762,0.0027044837,0.2933424
2014-Dec-11,20:00,*,-11.01,4.65,74.663,0.0027062242,0.2851643
2014-Dec-11,20:15,*,-11.01,4.65,74.562,0.0027079124,0.2759244
2014-Dec-11,20:30,*,-11,4.65,74.46,0.0027095419,0.2656603
2014-Dec-11,20:45,*,-11,4.65,74.357,0.0027111066,0.2544137
2014-Dec-11,21:00,*,-10.99,4.66,74.252,0.0027126009,0.2422298
2014-Dec-11,21:15,*,-10.99,4.66,74.145,0.0027140192,0.2291575
2014-Dec-11,21:30,*,-10.98,4.66,74.038,0.0027153563,0.2152488
2014-Dec-11,21:45,*,-10.98,4.66,73.929,0.0027166073,0.200559
2014-Dec-11,22:00,*,-10.97,4.67,73.819,0.0027177678,0.1851461
2014-Dec-11,22:15,*,-10.97,4.67,73.708,0.0027188335,0.1690708
2014-Dec-11,22:30,*,-10.96,4.67,73.596,0.0027198007,0.1523963
2014-Dec-11,22:45,*,-10.96,4.68,73.484,0.002720666,0.1351877
2014-Dec-11,23:00,*,-10.95,4.68,73.37,0.0027214262,0.1175125
2014-Dec-11,23:15,*,-10.95,4.68,73.257,0.002722079,0.0994395
2014-Dec-11,23:30,*,-10.94,4.68,73.142,0.002722622,0.0810391
2014-Dec-11,23:45,*,-10.94,4.69,73.027,0.0027230535,0.0623828
2014-Dec-12,00:00,*,-10.93,4.69,72.912,0.0027233721,0.0435431
2014-Dec-12,00:15,*,-10.93,4.69,72.797,0.0027235771,0.0245932
2014-Dec-12,00:30,C,-10.92,4.69,72.682,0.0027236679,0.0056066
2014-Dec-12,00:45,C,-10.92,4.7,72.566,0.0027236446,-0.013343
2014-Dec-12,01:00,N,-10.91,4.7,72.451,0.0027235076,-0.0321819
2014-Dec-12,01:15,N,-10.91,4.7,72.336,0.0027232578,-0.050837
2014-Dec-12,01:30,N,-10.91,4.7,72.222,0.0027228965,-0.0692355
2014-Dec-12,01:45,A,-10.9,4.71,72.108,0.0027224255,-0.0873059
2014-Dec-12,02:00,A,-10.9,4.71,71.994,0.0027218469,-0.1049776
2014-Dec-12,02:15,,-10.89,4.71,71.881,0.0027211634,-0.1221814
2014-Dec-12,02:30,,-10.89,4.72,71.769,0.002720378,-0.1388499
2014-Dec-12,02:45,,-10.89,4.72,71.658,0.0027194941,-0.1549173
2014-Dec-12,03:00,,-10.88,4.72,71.548,0.0027185155,-0.1703204
