"Date","time","sm","APmag","S-brt","Illu%","delta","deldot"
2014-Dec-16,09:00,,-9.19,5.59,32.141,0.0026612148,-0.3446005
2014-Dec-16,09:15,,-9.19,5.59,32.043,0.0026591364,-0.3461784
2014-Dec-16,09:30,,-9.18,5.6,31.945,0.0026570523,-0.3465421
2014-Dec-16,09:45,,-9.18,5.6,31.85,0.0026549696,-0.3456884
2014-Dec-16,10:00,r,-9.18,5.6,31.757,0.0026528957,-0.343619
2014-Dec-16,10:15,m,-9.17,5.6,31.666,0.0026508379,-0.3403404
2014-Dec-16,10:30,m,-9.17,5.6,31.576,0.0026488034,-0.3358644
2014-Dec-16,10:45,m,-9.16,5.61,31.489,0.0026467994,-0.3302073
2014-Dec-16,11:00,m,-9.16,5.61,31.403,0.002644833,-0.3233908
2014-Dec-16,11:15,m,-9.16,5.61,31.319,0.0026429109,-0.3154411
2014-Dec-16,11:30,m,-9.15,5.61,31.237,0.0026410401,-0.3063893
2014-Dec-16,11:45,m,-9.15,5.62,31.157,0.0026392269,-0.2962712
2014-Dec-16,12:00,m,-9.15,5.62,31.078,0.0026374777,-0.2851271
2014-Dec-16,12:15,m,-9.14,5.62,31.001,0.0026357984,-0.2730019
2014-Dec-16,12:30,m,-9.14,5.62,30.925,0.002634195,-0.2599445
2014-Dec-16,12:45,m,-9.14,5.62,30.851,0.0026326728,-0.2460081
2014-Dec-16,13:00,m,-9.13,5.62,30.778,0.0026312369,-0.2312496
2014-Dec-16,13:15,m,-9.13,5.63,30.707,0.0026298921,-0.2157296
2014-Dec-16,13:30,m,-9.13,5.63,30.637,0.0026286428,-0.199512
2014-Dec-16,13:45,m,-9.13,5.63,30.567,0.002627493,-0.1826639
2014-Dec-16,14:00,Am,-9.12,5.63,30.499,0.0026264463,-0.1652551
2014-Dec-16,14:15,Am,-9.12,5.63,30.432,0.0026255058,-0.147358
2014-Dec-16,14:30,Am,-9.12,5.64,30.365,0.0026246742,-0.1290471
2014-Dec-16,14:45,Nm,-9.11,5.64,30.299,0.0026239539,-0.1103988
2014-Dec-16,15:00,Nm,-9.11,5.64,30.234,0.0026233465,-0.0914911
2014-Dec-16,15:15,Nm,-9.1,5.64,30.169,0.0026228535,-0.0724031
2014-Dec-16,15:30,Cm,-9.1,5.64,30.104,0.0026224756,-0.0532146
2014-Dec-16,15:45,Ct,-9.1,5.64,30.039,0.0026222133,-0.0340059
2014-Dec-16,16:00,*m,-9.09,5.65,29.975,0.0026220664,-0.0148574
2014-Dec-16,16:15,*m,-9.09,5.65,29.91,0.0026220343,0.0041507
2014-Dec-16,16:30,*m,-9.09,5.65,29.845,0.0026221159,0.0229391
2014-Dec-16,16:45,*m,-9.08,5.65,29.78,0.0026223097,0.0414293
2014-Dec-16,17:00,*m,-9.08,5.65,29.715,0.0026226136,0.0595443
2014-Dec-16,17:15,*m,-9.07,5.65,29.648,0.0026230251,0.0772088
2014-Dec-16,17:30,*m,-9.07,5.66,29.582,0.0026235414,0.0943496
2014-Dec-16,17:45,*m,-9.06,5.66,29.514,0.0026241591,0.1108957
2014-Dec-16,18:00,*m,-9.06,5.66,29.446,0.0026248743,0.1267791
2014-Dec-16,18:15,*m,-9.05,5.66,29.376,0.0026256829,0.1419345
2014-Dec-16,18:30,*m,-9.05,5.66,29.306,0.0026265804,0.1563
2014-Dec-16,18:45,*m,-9.04,5.66,29.234,0.0026275617,0.1698173
2014-Dec-16,19:00,*m,-9.04,5.67,29.161,0.0026286216,0.1824316
2014-Dec-16,19:15,*m,-9.03,5.67,29.087,0.0026297546,0.1940923
2014-Dec-16,19:30,*m,-9.03,5.67,29.011,0.0026309548,0.204753
2014-Dec-16,19:45,*m,-9.02,5.67,28.934,0.002632216,0.2143715
2014-Dec-16,20:00,*m,-9.01,5.67,28.856,0.0026335318,0.2229102
2014-Dec-16,20:15,*m,-9.01,5.68,28.775,0.0026348956,0.2303361
2014-Dec-16,20:30,*m,-9,5.68,28.694,0.0026363007,0.2366209
2014-Dec-16,20:45,*m,-8.99,5.68,28.61,0.0026377401,0.2417411
2014-Dec-16,21:00,*m,-8.99,5.68,28.525,0.0026392067,0.2456783
2014-Dec-16,21:15,*s,-8.98,5.68,28.438,0.0026406935,0.2484186
2014-Dec-16,21:30,*,-8.97,5.69,28.349,0.0026421931,0.2499535
2014-Dec-16,21:45,*,-8.97,5.69,28.259,0.0026436983,0.2502791
2014-Dec-16,22:00,*,-8.96,5.69,28.166,0.0026452018,0.2493964
2014-Dec-16,22:15,*,-8.95,5.69,28.072,0.0026466964,0.2473115
2014-Dec-16,22:30,*,-8.95,5.7,27.977,0.0026481749,0.2440351
2014-Dec-16,22:45,*,-8.94,5.7,27.879,0.0026496301,0.2395826
2014-Dec-16,23:00,*,-8.93,5.7,27.78,0.002651055,0.2339741
2014-Dec-16,23:15,*,-8.92,5.7,27.679,0.0026524428,0.2272342
2014-Dec-16,23:30,*,-8.91,5.71,27.577,0.0026537867,0.2193916
2014-Dec-16,23:45,*,-8.91,5.71,27.473,0.0026550802,0.2104796
2014-Dec-17,00:00,*,-8.9,5.71,27.367,0.0026563169,0.2005352
2014-Dec-17,00:15,*,-8.89,5.72,27.26,0.0026574909,0.1895995
2014-Dec-17,00:30,C,-8.88,5.72,27.152,0.0026585962,0.1777173
2014-Dec-17,00:45,C,-8.87,5.72,27.043,0.0026596272,0.1649368
2014-Dec-17,01:00,N,-8.87,5.72,26.932,0.0026605788,0.1513095
2014-Dec-17,01:15,N,-8.86,5.73,26.82,0.0026614461,0.1368901
2014-Dec-17,01:30,N,-8.85,5.73,26.707,0.0026622243,0.1217361
2014-Dec-17,01:45,A,-8.84,5.73,26.592,0.0026629093,0.1059075
2014-Dec-17,02:00,A,-8.83,5.74,26.478,0.0026634973,0.0894671
2014-Dec-17,02:15,,-8.83,5.74,26.362,0.0026639846,0.0724794
2014-Dec-17,02:30,,-8.82,5.74,26.245,0.0026643683,0.0550113
2014-Dec-17,02:45,,-8.81,5.75,26.128,0.0026646457,0.037131
2014-Dec-17,03:00,,-8.8,5.75,26.011,0.0026648144,0.0189084
2014-Dec-17,03:15,,-8.79,5.75,25.893,0.0026648726,0.0004144
2014-Dec-17,03:30,,-8.78,5.76,25.775,0.002664819,-0.0182789
2014-Dec-17,03:45,,-8.78,5.76,25.656,0.0026646524,-0.0370991
2014-Dec-17,04:00,,-8.77,5.76,25.538,0.0026643725,-0.055973
2014-Dec-17,04:15,,-8.76,5.77,25.42,0.0026639791,-0.0748275
2014-Dec-17,04:30,,-8.75,5.77,25.301,0.0026634724,-0.0935894
2014-Dec-17,04:45,,-8.74,5.77,25.183,0.0026628534,-0.1121861
2014-Dec-17,05:00,,-8.74,5.77,25.066,0.0026621232,-0.1305454
2014-Dec-17,05:15,,-8.73,5.78,24.949,0.0026612834,-0.148596
2014-Dec-17,05:30,,-8.72,5.78,24.832,0.0026603361,-0.1662678
2014-Dec-17,05:45,,-8.71,5.78,24.716,0.0026592839,-0.1834919
2014-Dec-17,06:00,,-8.71,5.79,24.601,0.0026581295,-0.2002012
2014-Dec-17,06:15,,-8.7,5.79,24.487,0.0026568764,-0.2163304
2014-Dec-17,06:30,,-8.69,5.79,24.374,0.0026555281,-0.2318163
2014-Dec-17,06:45,,-8.69,5.8,24.262,0.0026540888,-0.2465979
2014-Dec-17,07:00,,-8.68,5.8,24.151,0.0026525628,-0.260617
2014-Dec-17,07:15,,-8.67,5.8,24.041,0.0026509549,-0.273818
2014-Dec-17,07:30,,-8.67,5.81,23.932,0.0026492702,-0.2861484
2014-Dec-17,07:45,,-8.66,5.81,23.825,0.002647514,-0.297559
2014-Dec-17,08:00,,-8.65,5.81,23.72,0.0026456921,-0.3080038
2014-Dec-17,08:15,,-8.65,5.81,23.616,0.0026438104,-0.3174406
2014-Dec-17,08:30,,-8.64,5.82,23.513,0.002641875,-0.3258308
2014-Dec-17,08:45,,-8.63,5.82,23.412,0.0026398924,-0.33314
2014-Dec-17,09:00,,-8.63,5.82,23.313,0.0026378691,-0.3393377
2014-Dec-17,09:15,,-8.62,5.83,23.215,0.002635812,-0.3443979
2014-Dec-17,09:30,,-8.62,5.83,23.119,0.0026337279,-0.3482987
2014-Dec-17,09:45,,-8.61,5.83,23.025,0.0026316239,-0.3510231
2014-Dec-17,10:00,,-8.61,5.83,22.933,0.0026295071,-0.3525583
2014-Dec-17,10:15,,-8.6,5.84,22.842,0.0026273846,-0.3528966
2014-Dec-17,10:30,,-8.6,5.84,22.754,0.0026252637,-0.3520347
2014-Dec-17,10:45,,-8.59,5.84,22.667,0.0026231516,-0.3499745
2014-Dec-17,11:00,r,-8.59,5.84,22.582,0.0026210555,-0.3467224
2014-Dec-17,11:15,m,-8.58,5.85,22.499,0.0026189825,-0.34229
2014-Dec-17,11:30,m,-8.58,5.85,22.417,0.0026169396,-0.3366935
2014-Dec-17,11:45,m,-8.57,5.85,22.337,0.0026149339,-0.329954
2014-Dec-17,12:00,m,-8.57,5.85,22.259,0.0026129721,-0.3220974
2014-Dec-17,12:15,m,-8.57,5.86,22.183,0.0026110609,-0.3131543
2014-Dec-17,12:30,m,-8.56,5.86,22.108,0.0026092066,-0.3031599
2014-Dec-17,12:45,m,-8.56,5.86,22.035,0.0026074155,-0.2921538
2014-Dec-17,13:00,m,-8.55,5.86,21.963,0.0026056935,-0.2801801
2014-Dec-17,13:15,m,-8.55,5.86,21.893,0.0026040464,-0.2672869
2014-Dec-17,13:30,m,-8.54,5.87,21.824,0.0026024795,-0.2535265
2014-Dec-17,13:45,m,-8.54,5.87,21.757,0.0026009978,-0.2389547
2014-Dec-17,14:00,Am,-8.54,5.87,21.691,0.0025996061,-0.2236311
2014-Dec-17,14:15,Am,-8.53,5.87,21.626,0.0025983086,-0.2076185
2014-Dec-17,14:30,Am,-8.53,5.87,21.561,0.0025971094,-0.1909828
2014-Dec-17,14:45,Nm,-8.52,5.88,21.498,0.002596012,-0.1737926
2014-Dec-17,15:00,Nm,-8.52,5.88,21.436,0.0025950194,-0.156119
2014-Dec-17,15:15,Nm,-8.52,5.88,21.375,0.0025941345,-0.1380352
2014-Dec-17,15:30,Cm,-8.51,5.88,21.314,0.0025933594,-0.1196164
2014-Dec-17,15:45,Cm,-8.51,5.88,21.253,0.0025926959,-0.1009391
2014-Dec-17,16:00,*m,-8.5,5.88,21.194,0.0025921453,-0.0820809
2014-Dec-17,16:15,*m,-8.5,5.89,21.134,0.0025917085,-0.0631204
2014-Dec-17,16:30,*t,-8.49,5.89,21.075,0.0025913859,-0.0441366
2014-Dec-17,16:45,*m,-8.49,5.89,21.016,0.0025911774,-0.0252084
2014-Dec-17,17:00,*m,-8.48,5.89,20.956,0.0025910824,-0.0064145
2014-Dec-17,17:15,*m,-8.48,5.89,20.897,0.0025910998,0.0121669
2014-Dec-17,17:30,*m,-8.48,5.89,20.838,0.0025912282,0.0304587
2014-Dec-17,17:45,*m,-8.47,5.9,20.778,0.0025914655,0.0483852
2014-Dec-17,18:00,*m,-8.46,5.9,20.717,0.0025918094,0.0658723
2014-Dec-17,18:15,*m,-8.46,5.9,20.657,0.002592257,0.0828479
2014-Dec-17,18:30,*m,-8.45,5.9,20.595,0.002592805,0.0992423
2014-Dec-17,18:45,*m,-8.45,5.9,20.533,0.0025934497,0.1149884
2014-Dec-17,19:00,*m,-8.44,5.91,20.47,0.0025941871,0.130022
2014-Dec-17,19:15,*m,-8.44,5.91,20.406,0.0025950125,0.1442821
2014-Dec-17,19:30,*m,-8.43,5.91,20.341,0.0025959213,0.1577111
2014-Dec-17,19:45,*m,-8.42,5.91,20.275,0.0025969082,0.1702553
2014-Dec-17,20:00,*m,-8.42,5.91,20.208,0.0025979678,0.1818644
2014-Dec-17,20:15,*m,-8.41,5.91,20.139,0.0025990943,0.1924928
2014-Dec-17,20:30,*m,-8.4,5.92,20.07,0.0026002817,0.2020988
2014-Dec-17,20:45,*m,-8.4,5.92,19.999,0.0026015237,0.210645
2014-Dec-17,21:00,*m,-8.39,5.92,19.926,0.0026028138,0.2180989
2014-Dec-17,21:15,*m,-8.38,5.92,19.853,0.0026041455,0.2244323
2014-Dec-17,21:30,*m,-8.38,5.93,19.777,0.0026055117,0.2296219
2014-Dec-17,21:45,*s,-8.37,5.93,19.701,0.0026069058,0.2336492
2014-Dec-17,22:00,*,-8.36,5.93,19.622,0.0026083205,0.2365004
2014-Dec-17,22:15,*,-8.35,5.93,19.543,0.0026097488,0.2381665
2014-Dec-17,22:30,*,-8.34,5.94,19.461,0.0026111836,0.2386435
2014-Dec-17,22:45,*,-8.34,5.94,19.379,0.0026126176,0.2379321
2014-Dec-17,23:00,*,-8.33,5.94,19.294,0.0026140438,0.2360378
2014-Dec-17,23:15,*,-8.32,5.94,19.208,0.0026154551,0.2329707
2014-Dec-17,23:30,*,-8.31,5.95,19.121,0.0026168444,0.2287457
2014-Dec-17,23:45,*,-8.3,5.95,19.032,0.0026182049,0.223382
2014-Dec-18,00:00,*,-8.29,5.95,18.942,0.0026195298,0.2169034
2014-Dec-18,00:15,*,-8.28,5.95,18.85,0.0026208124,0.2093378
2014-Dec-18,00:30,C,-8.27,5.96,18.757,0.0026220463,0.2007174
2014-Dec-18,00:45,C,-8.26,5.96,18.663,0.0026232252,0.1910784
2014-Dec-18,01:00,N,-8.25,5.96,18.567,0.0026243432,0.1804605
2014-Dec-18,01:15,N,-8.25,5.96,18.471,0.0026253945,0.1689074
2014-Dec-18,01:30,N,-8.24,5.97,18.373,0.0026263736,0.1564661
2014-Dec-18,01:45,A,-8.23,5.97,18.274,0.0026272753,0.1431868
2014-Dec-18,02:00,A,-8.22,5.97,18.174,0.0026280948,0.1291229
2014-Dec-18,02:15,,-8.21,5.98,18.073,0.0026288274,0.1143305
2014-Dec-18,02:30,,-8.2,5.98,17.971,0.002629469,0.0988683
2014-Dec-18,02:45,,-8.19,5.98,17.869,0.0026300157,0.0827975
2014-Dec-18,03:00,,-8.18,5.99,17.766,0.0026304641,0.0661813
2014-Dec-18,03:15,,-8.17,5.99,17.662,0.002630811,0.049085
2014-Dec-18,03:30,,-8.16,5.99,17.558,0.0026310538,0.0315753
2014-Dec-18,03:45,,-8.15,6,17.454,0.0026311902,0.0137207
2014-Dec-18,04:00,,-8.14,6,17.349,0.0026312183,-0.0044093
2014-Dec-18,04:15,,-8.13,6,17.244,0.0026311367,-0.0227444
2014-Dec-18,04:30,,-8.12,6.01,17.139,0.0026309444,-0.0412135
2014-Dec-18,04:45,,-8.11,6.01,17.034,0.0026306407,-0.0597448
2014-Dec-18,05:00,,-8.1,6.01,16.929,0.0026302256,-0.0782668
2014-Dec-18,05:15,,-8.09,6.02,16.825,0.0026296992,-0.0967076
2014-Dec-18,05:30,,-8.08,6.02,16.72,0.0026290624,-0.114996
2014-Dec-18,05:45,,-8.07,6.02,16.616,0.0026283161,-0.133061
2014-Dec-18,06:00,,-8.06,6.03,16.512,0.0026274621,-0.1508328
2014-Dec-18,06:15,,-8.05,6.03,16.409,0.0026265021,-0.1682424
2014-Dec-18,06:30,,-8.04,6.03,16.307,0.0026254387,-0.1852221
2014-Dec-18,06:45,,-8.03,6.03,16.205,0.0026242747,-0.2017058
2014-Dec-18,07:00,,-8.03,6.04,16.105,0.0026230131,-0.2176294
2014-Dec-18,07:15,,-8.02,6.04,16.005,0.0026216575,-0.2329305
2014-Dec-18,07:30,,-8.01,6.04,15.906,0.002620212,-0.2475492
2014-Dec-18,07:45,,-8,6.05,15.808,0.0026186807,-0.2614278
2014-Dec-18,08:00,,-7.99,6.05,15.711,0.0026170682,-0.2745115
2014-Dec-18,08:15,,-7.98,6.05,15.616,0.0026153796,-0.2867485
2014-Dec-18,08:30,,-7.97,6.06,15.521,0.00261362,-0.2980899
2014-Dec-18,08:45,,-7.97,6.06,15.428,0.0026117951,-0.3084902
2014-Dec-18,09:00,,-7.96,6.06,15.337,0.0026099105,-0.3179074
2014-Dec-18,09:15,,-7.95,6.06,15.247,0.0026079722,-0.3263033
2014-Dec-18,09:30,,-7.94,6.07,15.158,0.0026059867,-0.3336433
2014-Dec-18,09:45,,-7.94,6.07,15.071,0.0026039602,-0.339897
2014-Dec-18,10:00,,-7.93,6.07,14.985,0.0026018995,-0.345038
2014-Dec-18,10:15,,-7.92,6.08,14.901,0.0025998112,-0.3490444
2014-Dec-18,10:30,,-7.92,6.08,14.819,0.0025977023,-0.3518984
2014-Dec-18,10:45,,-7.91,6.08,14.738,0.0025955797,-0.3535871
2014-Dec-18,11:00,,-7.9,6.08,14.659,0.0025934505,-0.3541018
2014-Dec-18,11:15,,-7.9,6.09,14.581,0.0025913218,-0.3534386
2014-Dec-18,11:30,,-7.89,6.09,14.505,0.0025892005,-0.3515983
2014-Dec-18,11:45,,-7.88,6.09,14.431,0.0025870939,-0.3485866
2014-Dec-18,12:00,r,-7.88,6.09,14.358,0.0025850089,-0.3444137
2014-Dec-18,12:15,m,-7.87,6.1,14.287,0.0025829524,-0.3390946
2014-Dec-18,12:30,m,-7.87,6.1,14.217,0.0025809313,-0.3326492
2014-Dec-18,12:45,m,-7.86,6.1,14.149,0.0025789524,-0.3251019
2014-Dec-18,13:00,m,-7.85,6.1,14.082,0.0025770221,-0.3164817
2014-Dec-18,13:15,m,-7.85,6.1,14.017,0.0025751467,-0.3068223
2014-Dec-18,13:30,m,-7.84,6.11,13.953,0.0025733326,-0.2961616
2014-Dec-18,13:45,m,-7.84,6.11,13.891,0.0025715854,-0.2845418
2014-Dec-18,14:00,m,-7.83,6.11,13.83,0.0025699109,-0.2720093
2014-Dec-18,14:15,Am,-7.83,6.11,13.77,0.0025683145,-0.2586144
2014-Dec-18,14:30,Am,-7.82,6.11,13.712,0.0025668011,-0.2444111
2014-Dec-18,14:45,Nm,-7.82,6.12,13.654,0.0025653754,-0.2294569
2014-Dec-18,15:00,Nm,-7.81,6.12,13.598,0.0025640418,-0.2138128
2014-Dec-18,15:15,Nm,-7.81,6.12,13.542,0.0025628042,-0.1975425
2014-Dec-18,15:30,Cm,-7.8,6.12,13.488,0.0025616662,-0.1807127
2014-Dec-18,15:45,Cm,-7.8,6.12,13.434,0.0025606309,-0.1633926
2014-Dec-18,16:00,*m,-7.79,6.12,13.381,0.0025597012,-0.1456532
2014-Dec-18,16:15,*m,-7.79,6.13,13.328,0.0025588792,-0.1275678
2014-Dec-18,16:30,*m,-7.78,6.13,13.277,0.0025581669,-0.1092111
2014-Dec-18,16:45,*m,-7.78,6.13,13.225,0.0025575656,-0.0906588
2014-Dec-18,17:00,*m,-7.77,6.13,13.174,0.0025570764,-0.0719876
2014-Dec-18,17:15,*t,-7.76,6.13,13.123,0.0025566996,-0.0532748
2014-Dec-18,17:30,*m,-7.76,6.13,13.073,0.0025564353,-0.0345977
2014-Dec-18,17:45,*m,-7.75,6.14,13.022,0.0025562831,-0.0160334
2014-Dec-18,18:00,*m,-7.75,6.14,12.971,0.002556242,0.0023414
2014-Dec-18,18:15,*m,-7.74,6.14,12.921,0.0025563107,0.0204509
2014-Dec-18,18:30,*m,-7.74,6.14,12.87,0.0025564874,0.0382208
2014-Dec-18,18:45,*m,-7.73,6.14,12.818,0.0025567698,0.0555779
2014-Dec-18,19:00,*m,-7.72,6.14,12.767,0.0025571551,0.0724514
2014-Dec-18,19:15,*m,-7.72,6.15,12.715,0.0025576404,0.0887723
2014-Dec-18,19:30,*m,-7.71,6.15,12.662,0.0025582219,0.1044742
2014-Dec-18,19:45,*m,-7.7,6.15,12.609,0.002558896,0.1194937
2014-Dec-18,20:00,*m,-7.7,6.15,12.555,0.0025596581,0.1337701
2014-Dec-18,20:15,*m,-7.69,6.15,12.5,0.0025605038,0.1472462
2014-Dec-18,20:30,*m,-7.68,6.15,12.445,0.002561428,0.1598683
2014-Dec-18,20:45,*m,-7.67,6.16,12.388,0.0025624254,0.1715866
2014-Dec-18,21:00,*m,-7.67,6.16,12.331,0.0025634905,0.1823549
2014-Dec-18,21:15,*m,-7.66,6.16,12.272,0.0025646174,0.1921314
2014-Dec-18,21:30,*m,-7.65,6.16,12.213,0.0025658001,0.2008785
2014-Dec-18,21:45,*m,-7.64,6.16,12.152,0.0025670322,0.2085629
2014-Dec-18,22:00,*m,-7.63,6.16,12.09,0.0025683072,0.2151559
2014-Dec-18,22:15,*s,-7.62,6.17,12.028,0.0025696186,0.2206335
2014-Dec-18,22:30,*,-7.62,6.17,11.964,0.0025709595,0.2249759
2014-Dec-18,22:45,*,-7.61,6.17,11.898,0.0025723231,0.2281686
2014-Dec-18,23:00,*,-7.6,6.17,11.832,0.0025737024,0.2302013
2014-Dec-18,23:15,*,-7.59,6.18,11.764,0.0025750904,0.2310688
2014-Dec-18,23:30,*,-7.58,6.18,11.695,0.0025764801,0.2307704
2014-Dec-18,23:45,*,-7.57,6.18,11.625,0.0025778646,0.22931
2014-Dec-19,00:00,*,-7.56,6.18,11.554,0.0025792367,0.2266962
2014-Dec-19,00:15,*,-7.55,6.18,11.482,0.0025805898,0.2229423
2014-Dec-19,00:30,C,-7.54,6.19,11.408,0.0025819168,0.2180657
2014-Dec-19,00:45,C,-7.53,6.19,11.333,0.0025832112,0.2120883
2014-Dec-19,01:00,N,-7.52,6.19,11.257,0.0025844664,0.2050363
2014-Dec-19,01:15,N,-7.5,6.19,11.181,0.002585676,0.1969399
2014-Dec-19,01:30,N,-7.49,6.2,11.103,0.0025868339,0.1878331
2014-Dec-19,01:45,A,-7.48,6.2,11.024,0.002587934,0.177754
2014-Dec-19,02:00,A,-7.47,6.2,10.944,0.0025889706,0.166744
2014-Dec-19,02:15,,-7.46,6.2,10.864,0.0025899384,0.154848
2014-Dec-19,02:30,,-7.45,6.21,10.782,0.002590832,0.1421142
2014-Dec-19,02:45,,-7.44,6.21,10.7,0.0025916467,0.1285938
2014-Dec-19,03:00,,-7.43,6.21,10.617,0.0025923777,0.1143408
2014-Dec-19,03:15,,-7.41,6.21,10.534,0.002593021,0.0994118
2014-Dec-19,03:30,,-7.4,6.22,10.45,0.0025935726,0.083866
2014-Dec-19,03:45,,-7.39,6.22,10.366,0.0025940289,0.0677645
2014-Dec-19,04:00,,-7.38,6.22,10.281,0.0025943869,0.0511705
2014-Dec-19,04:15,,-7.37,6.22,10.196,0.0025946437,0.0341488
2014-Dec-19,04:30,,-7.35,6.23,10.111,0.002594797,0.0167659
2014-Dec-19,04:45,,-7.34,6.23,10.025,0.0025948448,-0.0009107
2014-Dec-19,05:00,,-7.33,6.23,9.94,0.0025947856,-0.0188124
2014-Dec-19,05:15,,-7.32,6.23,9.854,0.0025946182,-0.0368699
2014-Dec-19,05:30,,-7.31,6.24,9.769,0.0025943418,-0.0550132
2014-Dec-19,05:45,,-7.3,6.24,9.684,0.0025939563,-0.0731722
2014-Dec-19,06:00,,-7.28,6.24,9.599,0.0025934616,-0.0912768
2014-Dec-19,06:15,,-7.27,6.25,9.514,0.0025928583,-0.109257
2014-Dec-19,06:30,,-7.26,6.25,9.43,0.0025921474,-0.1270434
2014-Dec-19,06:45,,-7.25,6.25,9.346,0.0025913303,-0.1445671
2014-Dec-19,07:00,,-7.24,6.25,9.263,0.0025904087,-0.1617604
2014-Dec-19,07:15,,-7.23,6.26,9.18,0.0025893849,-0.1785567
2014-Dec-19,07:30,,-7.21,6.26,9.099,0.0025882613,-0.1948907
2014-Dec-19,07:45,,-7.2,6.26,9.017,0.0025870411,-0.2106989
2014-Dec-19,08:00,,-7.19,6.26,8.937,0.0025857275,-0.2259196
2014-Dec-19,08:15,,-7.18,6.26,8.858,0.0025843242,-0.2404933
2014-Dec-19,08:30,,-7.17,6.27,8.779,0.0025828354,-0.2543628
2014-Dec-19,08:45,,-7.16,6.27,8.701,0.0025812654,-0.2674734
2014-Dec-19,09:00,,-7.15,6.27,8.625,0.0025796189,-0.2797732
2014-Dec-19,09:15,,-7.14,6.27,8.55,0.002577901,-0.2912133
2014-Dec-19,09:30,,-7.13,6.28,8.475,0.0025761169,-0.3017478
2014-Dec-19,09:45,,-7.12,6.28,8.402,0.0025742724,-0.3113345
2014-Dec-19,10:00,,-7.11,6.28,8.33,0.0025723731,-0.3199343
2014-Dec-19,10:15,,-7.1,6.28,8.26,0.0025704251,-0.327512
2014-Dec-19,10:30,,-7.09,6.28,8.19,0.0025684347,-0.3340363
2014-Dec-19,10:45,,-7.08,6.29,8.122,0.0025664083,-0.3394797
2014-Dec-19,11:00,,-7.07,6.29,8.055,0.0025643524,-0.3438191
2014-Dec-19,11:15,,-7.06,6.29,7.99,0.0025622738,-0.3470353
2014-Dec-19,11:30,,-7.06,6.29,7.926,0.0025601793,-0.3491137
2014-Dec-19,11:45,,-7.05,6.29,7.863,0.0025580757,-0.3500442
2014-Dec-19,12:00,,-7.04,6.29,7.802,0.00255597,-0.3498209
2014-Dec-19,12:15,,-7.03,6.3,7.741,0.0025538692,-0.3484428
2014-Dec-19,12:30,,-7.02,6.3,7.683,0.00255178,-0.3459133
2014-Dec-19,12:45,,-7.01,6.3,7.625,0.0025497096,-0.3422406
2014-Dec-19,13:00,,-7.01,6.3,7.569,0.0025476646,-0.3374373
2014-Dec-19,13:15,r,-7,6.3,7.514,0.0025456519,-0.331521
2014-Dec-19,13:30,m,-6.99,6.3,7.461,0.002543678,-0.3245134
2014-Dec-19,13:45,m,-6.99,6.3,7.409,0.0025417496,-0.3164411
2014-Dec-19,14:00,m,-6.98,6.3,7.358,0.0025398728,-0.307335
2014-Dec-19,14:15,Am,-6.97,6.31,7.308,0.0025380538,-0.2972303
2014-Dec-19,14:30,Am,-6.96,6.31,7.259,0.0025362986,-0.2861666
2014-Dec-19,14:45,Nm,-6.96,6.31,7.211,0.0025346126,-0.2741875
2014-Dec-19,15:00,Nm,-6.95,6.31,7.165,0.0025330014,-0.2613404
2014-Dec-19,15:15,Nm,-6.94,6.31,7.119,0.0025314699,-0.2476765
2014-Dec-19,15:30,Cm,-6.94,6.31,7.074,0.002530023,-0.2332506
2014-Dec-19,15:45,Cm,-6.93,6.31,7.03,0.0025286649,-0.2181209
2014-Dec-19,16:00,*m,-6.92,6.31,6.987,0.0025273999,-0.2023484
2014-Dec-19,16:15,*m,-6.92,6.31,6.945,0.0025262315,-0.1859971
2014-Dec-19,16:30,*m,-6.91,6.32,6.904,0.0025251631,-0.1691335
2014-Dec-19,16:45,*m,-6.9,6.32,6.863,0.0025241975,-0.1518264
2014-Dec-19,17:00,*m,-6.9,6.32,6.822,0.0025233371,-0.1341465
2014-Dec-19,17:15,*m,-6.89,6.32,6.783,0.0025225841,-0.1161662
2014-Dec-19,17:30,*m,-6.88,6.32,6.743,0.0025219399,-0.0979592
2014-Dec-19,17:45,*m,-6.88,6.32,6.704,0.0025214058,-0.0796
2014-Dec-19,18:00,*t,-6.87,6.32,6.665,0.0025209823,-0.0611641
2014-Dec-19,18:15,*m,-6.86,6.32,6.626,0.0025206698,-0.0427271
2014-Dec-19,18:30,*m,-6.86,6.32,6.588,0.0025204681,-0.0243645
2014-Dec-19,18:45,*m,-6.85,6.32,6.55,0.0025203764,-0.0061518
2014-Dec-19,19:00,*m,-6.84,6.32,6.511,0.0025203936,0.0118366
2014-Dec-19,19:15,*m,-6.84,6.32,6.473,0.0025205182,0.0295272
2014-Dec-19,19:30,*m,-6.83,6.33,6.434,0.0025207482,0.0468478
2014-Dec-19,19:45,*m,-6.82,6.33,6.395,0.002521081,0.0637279
2014-Dec-19,20:00,*m,-6.81,6.33,6.356,0.0025215139,0.0800991
2014-Dec-19,20:15,*m,-6.8,6.33,6.317,0.0025220436,0.0958952
2014-Dec-19,20:30,*m,-6.8,6.33,6.277,0.0025226664,0.1110526
2014-Dec-19,20:45,*m,-6.79,6.33,6.236,0.0025233783,0.1255105
2014-Dec-19,21:00,*m,-6.78,6.33,6.196,0.002524175,0.1392112
